1024 215279
0 137 338
1 459 910
1 140 354
1 287 672
1 369 986
1 5 779
0 20 462
0 312 427
0 494 863
1 364 515
0 119 358
1 573 846
1 9 614
1 251 287
0 655 746
0 241 852
0 104 890
1 496 905
0 185 901
1 393 571
0 391 595
0 475 1023
0 544 552
1 87 638
0 89 643
0 231 483
1 725 728
1 790 792
0 153 552
0 202 966
0 620 680
1 198 345
1 163 201
0 332 997
1 447 602
1 402 946
0 172 777
1 193 396
0 133 810
1 176 323
0 458 861
0 102 212
0 236 803
0 22 1008
1 66 710
0 370 1005
0 325 413
1 100 693
1 405 856
0 24 154
0 619 1005
1 317 932
1 20 798
0 381 973
1 605 808
1 182 811
0 242 932
1 499 849
1 271 818
1 205 613
1 295 976
1 59 534
1 198 960
1 141 984
0 672 1001
1 486 598
1 438 831
0 151 500
0 250 402
1 596 967
1 121 816
0 257 834
1 322 768
0 93 239
1 493 709
1 684 879
0 381 1015
0 517 852
0 82 850
0 29 595
1 450 627
1 738 959
0 625 636
1 224 339
0 15 696
0 963 968
0 393 789
1 630 904
1 424 871
1 428 948
1 45 982
1 351 776
1 421 980
1 622 702
1 424 773
1 166 427
1 192 419
1 337 978
0 871 897
1 211 754
0 585 860
1 40 720
0 73 744
0 117 496
1 388 834
1 480 629
1 230 646
1 301 482
0 418 426
1 160 583
0 468 851
1 314 425
0 95 370
1 349 492
1 71 188
1 456 619
0 149 406
0 231 1022
1 149 206
0 254 638
1 246 794
0 754 804
1 570 942
1 44 503
1 678 929
1 274 766
1 175 287
0 274 759
1 0 266
1 236 741
0 7 503
1 193 485
0 318 542
1 225 694
1 252 598
1 188 693
0 219 521
0 263 698
1 349 426
0 468 619
1 202 980
0 345 1001
0 284 800
0 335 880
0 164 933
0 177 287
1 419 720
1 675 791
0 218 900
0 744 959
0 365 1000
0 140 750
1 544 757
0 96 646
1 466 973
0 393 697
0 59 942
1 71 706
1 503 675
0 943 993
1 465 838
1 66 844
0 52 667
0 758 818
1 545 657
1 43 1001
0 140 984
0 90 645
0 313 667
1 67 593
0 602 789
1 483 876
1 679 728
1 40 320
1 165 931
0 697 968
0 342 958
0 243 536
1 512 830
1 311 793
0 120 293
1 159 563
1 12 92
0 220 459
0 165 394
0 737 982
1 845 866
1 36 810
0 464 950
1 648 711
0 116 817
1 653 944
1 253 852
1 738 988
0 206 949
0 347 640
0 844 997
1 473 977
0 418 419
0 329 769
0 474 866
1 119 627
0 160 218
1 419 678
1 259 753
0 325 968
0 590 874
1 512 982
0 542 615
0 809 919
0 275 780
1 679 911
0 1001 1012
1 526 987
1 428 721
1 406 851
1 175 757
0 905 966
0 546 939
1 295 470
1 115 207
1 234 412
0 217 716
1 532 947
0 680 788
1 826 843
0 374 957
0 961 995
0 385 723
0 356 899
0 322 879
0 264 914
0 172 554
0 232 580
0 192 792
0 100 799
0 638 939
0 646 1001
1 795 914
1 0 612
0 170 724
0 527 735
0 924 986
1 553 911
1 432 578
1 835 1022
0 675 933
0 145 439
0 187 626
0 445 842
1 41 881
0 109 462
1 386 711
0 95 368
0 593 788
0 415 733
1 135 463
0 112 833
0 188 703
0 329 425
1 337 904
0 166 850
1 338 932
0 407 435
1 208 873
0 672 780
1 229 698
0 526 835
1 730 988
1 356 896
1 487 836
0 314 683
0 533 885
0 523 951
0 394 447
1 109 258
0 312 517
0 162 293
0 443 642
1 3 338
1 194 263
0 86 897
0 15 167
0 78 324
0 179 440
0 89 936
1 400 704
1 15 711
0 982 1022
0 201 560
0 747 764
0 202 983
0 251 413
0 87 944
0 569 753
0 27 212
1 62 960
1 890 919
0 175 784
0 210 411
0 144 311
0 169 724
1 468 779
1 66 126
0 620 936
0 913 937
1 1 887
1 730 833
1 640 948
0 696 860
0 531 842
0 321 720
1 293 925
0 289 681
1 810 947
0 91 481
1 155 888
0 608 755
1 446 804
0 185 759
0 149 581
0 364 700
1 331 593
1 43 295
0 336 413
0 74 290
1 422 571
0 351 477
1 251 998
1 10 949
0 68 731
0 839 936
0 353 421
1 328 419
0 316 703
0 602 993
0 513 761
0 653 831
1 151 336
0 97 203
0 522 813
0 89 655
1 108 714
0 345 597
1 605 719
1 558 723
1 610 785
0 345 675
1 343 990
0 280 890
0 862 1020
0 941 977
0 277 304
0 5 850
1 386 813
0 572 643
0 67 641
0 80 210
1 222 709
0 509 980
1 111 431
1 430 724
0 5 120
0 88 511
1 405 541
1 204 294
1 156 181
1 405 583
1 60 133
1 268 497
0 14 429
1 10 561
1 163 415
1 224 578
0 483 929
0 642 945
0 881 910
1 144 596
0 406 957
0 138 950
1 19 825
0 921 1008
1 431 911
0 31 60
0 136 749
0 616 906
0 941 978
0 402 871
0 694 805
0 474 673
0 59 677
0 983 1013
0 191 304
1 60 845
1 352 390
0 246 775
1 302 472
1 314 554
1 213 433
0 477 786
1 585 675
0 736 899
0 70 194
1 498 842
1 646 917
0 195 387
0 414 852
1 413 819
0 582 769
1 841 866
0 303 467
0 936 979
0 245 373
0 143 371
1 283 667
0 92 457
0 694 737
1 84 194
0 133 307
0 12 282
0 750 829
1 664 1003
0 862 898
1 149 349
0 113 682
1 440 946
0 595 872
1 3 1018
1 21 884
1 311 910
1 789 819
1 243 488
0 609 878
0 746 803
1 406 894
0 60 936
1 393 752
1 345 755
0 483 567
1 659 837
0 151 494
0 135 538
1 682 747
1 0 846
1 455 705
1 745 953
1 610 654
1 118 242
1 818 825
1 949 996
0 583 956
0 0 402
0 743 921
0 533 976
0 160 622
1 719 808
0 385 802
0 427 517
1 208 790
1 684 902
1 500 502
1 29 964
0 540 612
0 428 930
0 279 889
0 405 874
1 577 624
1 324 405
0 174 923
1 618 1008
1 42 89
0 366 663
0 423 676
0 323 347
1 208 795
0 477 761
1 278 333
1 151 679
1 738 867
0 114 821
0 670 1017
1 567 1018
1 374 419
0 674 773
1 299 444
0 691 1016
0 412 530
1 328 659
1 380 938
0 37 702
1 137 531
0 412 903
1 152 346
0 12 714
0 23 403
0 169 710
0 222 572
0 48 753
0 101 768
0 448 801
1 598 984
0 184 493
0 254 765
0 662 886
1 83 100
0 174 496
1 729 945
1 828 917
0 632 727
0 99 295
0 95 620
1 534 808
1 255 324
0 425 671
0 508 740
0 260 631
0 485 564
0 234 505
0 119 909
1 81 745
0 208 591
0 701 938
0 220 308
1 213 565
1 72 382
0 236 672
1 9 390
1 463 623
0 387 410
0 0 853
1 646 861
0 27 305
1 334 476
1 174 379
1 581 666
1 96 314
0 575 1003
0 450 451
1 169 875
0 775 1010
0 725 807
1 499 682
0 525 766
1 382 753
0 93 302
1 156 547
0 619 999
1 185 217
1 389 796
0 769 862
1 108 820
1 582 909
0 468 914
1 341 394
0 742 863
1 116 562
0 172 489
1 183 373
1 351 524
0 500 820
0 121 872
0 84 761
0 215 272
1 215 477
0 124 648
0 147 474
1 310 706
0 643 724
1 542 894
1 509 960
0 210 577
1 206 949
0 162 317
1 63 261
1 495 927
0 343 571
0 323 614
1 486 838
0 359 698
0 114 475
1 18 56
0 22 498
1 515 609
1 296 335
0 596 727
0 279 792
0 543 834
0 280 302
1 390 658
0 228 965
1 440 632
0 583 866
0 324 632
0 91 805
1 467 684
0 77 659
0 418 993
0 84 333
1 262 279
0 343 916
1 106 346
0 229 245
1 54 422
0 321 832
0 370 1016
0 68 844
0 276 383
0 593 861
0 42 966
1 279 557
0 317 983
0 575 752
0 253 970
0 372 749
1 641 889
0 16 765
1 596 687
0 848 955
0 247 909
0 691 813
0 213 896
0 343 974
1 97 166
1 170 364
0 597 816
0 79 829
0 222 348
1 410 891
1 46 672
1 667 820
0 104 1004
1 367 453
0 189 731
0 233 281
0 505 772
1 337 690
1 115 547
0 509 781
0 199 624
1 310 831
0 64 519
0 117 345
0 684 756
1 839 880
1 120 294
1 560 960
1 238 655
1 19 526
1 460 677
1 575 795
0 153 339
0 48 261
0 348 630
0 30 375
1 308 445
1 93 464
1 266 661
0 25 931
0 240 719
0 35 413
0 169 749
0 505 800
1 329 425
1 368 950
0 316 367
1 97 942
0 551 748
0 77 839
0 65 910
0 573 764
1 639 865
1 115 375
0 224 666
0 331 944
1 633 672
0 302 854
1 325 626
0 424 969
0 75 454
1 45 130
1 151 273
1 180 873
0 240 738
1 396 935
0 803 814
1 86 144
0 636 646
0 255 857
1 429 520
0 157 259
1 86 542
1 806 857
0 873 1002
0 532 865
0 451 769
0 583 865
0 335 405
1 404 777
1 135 716
0 130 453
1 182 553
1 675 913
0 384 430
1 235 973
0 128 761
0 468 786
1 40 48
1 150 996
1 541 959
0 279 645
0 639 887
0 388 736
0 885 904
1 289 562
0 475 683
1 93 195
0 776 904
1 347 792
1 338 905
0 2 515
0 667 1019
1 145 444
1 212 713
1 138 148
1 558 707
0 176 390
0 50 874
0 185 425
0 27 489
1 421 1010
0 309 498
1 28 670
0 372 654
0 308 596
0 236 404
0 3 901
0 253 827
0 278 806
1 321 482
0 501 676
1 657 744
1 377 381
0 896 1013
1 378 499
0 355 760
1 606 743
0 429 903
1 511 852
0 635 870
0 536 639
1 322 523
0 585 609
1 421 588
1 390 986
0 574 775
0 2 730
0 364 955
1 239 341
0 527 634
1 6 472
1 12 87
0 376 1019
1 29 536
1 10 292
1 103 704
1 305 489
0 138 327
0 532 981
1 582 585
0 331 906
1 593 1021
1 306 711
0 639 994
0 168 706
1 356 1006
0 262 888
1 59 842
1 403 493
0 227 271
0 309 318
0 288 341
0 961 1008
1 628 952
1 264 809
1 200 381
1 307 476
1 301 565
1 110 712
0 464 909
1 60 134
1 508 607
1 201 529
1 313 330
1 539 922
1 896 910
0 134 875
1 739 789
0 601 660
0 911 973
0 194 342
1 37 722
0 505 705
0 692 961
1 137 335
1 166 248
1 792 892
0 863 913
0 55 61
0 14 864
0 501 873
0 53 128
0 129 282
1 1 794
1 264 925
1 391 609
0 512 920
1 28 75
1 35 934
1 502 617
1 248 599
0 239 783
1 291 398
0 170 530
0 138 574
0 768 870
1 503 596
1 321 612
1 255 542
0 242 688
1 428 496
0 263 865
0 309 343
0 22 775
1 728 746
1 443 524
1 548 591
1 216 662
0 370 885
1 550 638
1 138 453
1 173 484
0 11 784
0 184 294
1 584 940
0 343 408
0 58 799
1 331 532
0 494 851
1 20 367
1 553 711
0 793 826
1 7 619
0 528 598
0 638 941
0 586 885
1 209 723
1 370 466
0 421 557
1 523 935
1 863 984
1 346 745
1 28 1023
1 460 537
1 333 764
1 481 676
1 227 670
0 189 542
0 696 890
0 155 616
1 294 827
0 919 1010
0 394 721
1 176 579
1 653 1018
0 436 562
1 134 630
1 314 693
0 643 983
0 25 26
1 318 426
1 172 734
0 132 616
1 608 639
0 446 711
0 141 358
0 5 669
1 369 586
0 11 745
0 79 407
1 646 691
0 173 885
1 104 308
1 57 641
0 280 975
1 224 676
1 602 842
1 127 749
0 909 1016
0 528 895
0 670 939
1 445 987
0 415 662
1 387 699
1 549 633
0 211 754
0 102 708
0 41 656
0 204 737
1 246 752
1 641 880
0 53 129
1 6 164
1 664 703
0 239 536
1 190 763
0 267 333
1 420 982
0 175 934
1 77 428
0 230 325
1 689 861
1 356 787
1 644 839
1 497 960
1 213 646
0 202 518
1 270 485
1 679 1015
0 476 649
0 134 466
0 520 963
1 383 588
0 448 596
0 788 937
0 4 20
1 110 189
1 81 258
1 84 685
1 18 996
1 783 821
1 345 871
0 919 956
0 468 544
0 327 351
1 258 955
0 249 400
1 378 445
1 353 1009
0 479 710
1 94 1015
0 368 531
1 97 866
1 15 897
1 218 665
1 133 401
0 316 719
1 438 676
0 150 535
1 519 1019
1 121 123
1 682 726
1 483 528
1 596 898
0 363 968
1 292 356
0 135 1003
1 862 960
0 343 800
0 125 293
1 223 977
0 483 864
1 179 936
1 731 952
1 323 992
1 698 922
1 145 752
0 199 422
1 357 553
0 457 744
0 222 784
0 258 406
1 604 833
1 95 936
1 245 975
1 730 973
0 30 320
1 154 598
0 711 806
0 543 602
0 52 657
0 2 795
1 788 956
0 167 261
1 197 656
0 584 999
1 86 356
0 145 826
1 423 627
1 427 681
1 582 769
0 722 913
0 569 1010
0 184 308
0 563 817
1 464 582
0 288 778
0 187 430
0 184 894
1 551 913
0 101 217
0 24 787
0 511 531
0 487 632
0 196 440
0 789 1019
1 21 858
1 190 260
0 5 521
0 314 611
1 288 580
0 758 808
0 400 716
1 654 767
0 51 444
0 676 732
1 27 343
0 922 953
1 640 826
0 116 655
0 340 706
0 356 877
1 688 869
0 18 309
1 734 782
0 421 662
1 62 302
0 651 744
0 573 641
0 227 427
1 640 942
0 334 697
0 79 418
0 168 289
1 135 1003
1 183 665
0 348 649
0 485 848
0 312 945
1 689 974
0 462 913
1 301 687
0 128 415
0 729 925
0 113 1004
1 556 637
0 225 997
0 156 705
0 143 472
1 786 1014
0 195 940
1 162 194
0 43 808
0 698 864
1 275 757
0 602 692
0 314 1002
1 915 937
1 14 463
1 73 492
0 188 918
0 516 944
1 368 976
0 224 264
1 786 984
0 37 222
1 697 998
1 14 90
1 521 786
0 703 838
0 283 973
1 145 190
0 183 903
0 410 686
1 105 871
0 150 1013
0 398 635
0 545 933
0 358 644
1 438 640
1 178 301
1 329 635
0 311 544
1 157 290
0 324 485
0 244 812
1 105 288
0 741 821
1 324 638
0 169 237
0 147 190
1 205 426
1 24 517
0 759 886
1 362 611
1 180 603
0 250 1023
1 543 617
1 87 117
0 470 907
0 703 981
1 164 830
0 285 335
1 306 318
1 456 648
1 475 851
0 133 239
1 44 763
1 13 359
0 49 150
0 195 382
1 222 533
0 291 342
0 201 445
0 71 962
1 865 883
1 356 428
1 578 777
1 547 926
0 624 668
1 381 916
0 591 778
0 417 425
1 368 858
0 205 699
0 151 247
0 40 320
0 865 964
0 259 342
1 210 785
0 760 862
0 224 842
0 252 697
0 156 797
0 155 1005
0 17 437
0 151 686
0 189 780
1 713 774
0 180 288
1 802 960
1 856 986
1 860 939
1 188 962
1 256 260
0 754 980
0 147 874
1 0 613
1 287 925
0 86 696
0 366 748
1 488 891
1 45 632
1 515 966
0 156 923
1 388 529
1 568 868
1 68 251
1 89 127
0 306 626
1 340 406
0 644 1011
0 182 660
0 76 343
0 511 575
0 31 913
1 56 528
0 94 1002
0 528 623
1 382 959
0 239 257
0 458 650
0 760 946
0 28 249
1 264 983
0 75 957
0 598 929
1 41 833
0 864 984
1 202 891
0 702 891
0 147 983
1 319 632
1 167 261
1 198 600
0 20 810
0 102 216
0 264 809
1 90 433
0 22 491
0 136 1015
0 325 995
1 59 502
1 638 904
1 112 767
1 538 761
0 579 915
0 170 335
1 358 644
1 331 774
1 694 823
1 301 454
0 586 787
0 106 441
0 768 808
0 441 1019
0 217 657
1 575 885
0 96 656
0 161 989
0 778 789
1 262 996
0 479 885
1 308 899
0 177 200
0 286 722
1 18 62
1 14 135
0 106 805
1 801 814
0 861 994
1 354 487
0 578 587
0 553 655
1 696 734
1 622 793
0 155 492
1 643 856
0 730 1005
0 295 971
1 661 738
1 465 663
0 38 160
0 196 254
1 25 86
1 324 397
1 8 621
1 178 694
0 580 777
0 202 383
1 448 557
1 934 954
0 216 284
0 538 955
0 520 900
1 421 843
1 302 733
1 636 927
0 156 1009
1 24 618
0 117 352
1 266 341
0 121 836
0 477 586
0 901 906
0 307 369
0 360 551
0 228 694
1 79 182
0 300 923
0 742 762
0 694 823
0 245 904
1 105 497
0 94 241
1 834 843
0 828 866
0 2 469
0 173 416
0 59 720
1 204 737
0 34 409
0 671 846
0 697 880
1 894 918
0 466 847
0 721 722
1 365 927
0 336 822
0 162 631
1 199 950
1 280 403
1 680 981
1 80 843
0 65 877
0 80 327
1 45 884
0 720 931
0 266 441
0 577 721
1 581 870
1 591 657
0 61 591
0 563 694
0 498 566
0 441 737
1 37 92
0 263 445
0 340 798
1 977 1009
0 51 878
1 210 613
0 44 544
1 176 184
0 215 499
0 363 666
1 276 625
1 530 583
0 217 818
0 52 512
0 194 375
0 235 744
0 447 849
1 34 545
1 395 548
1 296 742
1 847 875
0 638 971
0 176 891
0 293 423
0 146 557
0 663 866
0 169 207
1 588 917
0 417 530
0 329 422
0 43 339
0 42 571
1 236 1013
1 43 193
1 785 809
0 408 901
1 616 967
1 96 733
0 209 855
1 205 264
1 94 644
0 86 300
0 70 582
1 146 228
1 358 937
1 571 837
0 90 805
0 320 871
0 363 608
1 410 584
0 753 1014
1 590 771
0 468 603
1 580 989
0 3 847
0 184 708
0 488 918
0 234 456
0 365 424
1 285 428
1 112 283
0 276 336
1 683 958
1 243 629
1 112 632
0 196 702
1 858 861
1 70 541
0 9 441
0 341 366
0 447 689
0 444 964
0 199 364
1 320 990
1 903 954
0 211 815
0 269 744
1 356 440
1 5 272
1 184 396
0 333 800
0 417 786
1 283 969
1 124 816
0 899 907
1 296 409
0 234 887
1 304 747
0 689 797
0 436 855
1 566 965
0 212 938
1 590 657
0 190 989
0 253 384
1 27 489
0 463 581
1 330 340
1 112 426
1 247 263
1 670 884
0 713 774
0 772 825
1 179 561
0 380 863
1 203 677
0 188 672
0 167 302
1 135 401
1 458 983
1 597 640
0 761 879
1 257 342
1 178 643
1 60 1017
0 648 858
1 211 966
0 328 413
1 822 1020
1 840 898
0 648 831
0 788 903
0 3 607
1 86 489
1 681 819
1 384 648
1 352 771
0 491 714
1 366 529
1 182 849
1 113 507
1 567 838
1 306 565
1 8 940
0 435 886
0 112 852
0 92 186
0 477 720
1 752 855
0 273 892
1 612 636
0 54 544
1 43 693
0 92 400
0 513 684
0 651 802
0 25 128
0 213 678
0 317 863
1 366 992
0 656 1016
1 589 990
0 675 891
0 351 1018
1 18 355
1 458 899
0 179 868
0 124 517
1 16 564
1 186 391
0 727 1011
0 91 851
0 725 1006
0 80 576
1 846 944
0 74 401
1 514 615
0 401 559
1 197 353
1 406 481
0 278 838
1 66 545
0 104 754
1 95 977
0 34 370
1 350 435
0 789 824
0 162 849
1 102 630
0 546 925
0 125 392
0 161 460
0 490 817
0 406 851
1 150 509
0 99 499
1 31 409
1 160 690
1 561 619
1 232 965
0 503 987
1 8 556
0 546 578
1 36 679
1 630 798
0 85 297
0 138 350
0 730 774
1 781 943
0 326 375
0 201 691
1 730 931
1 630 828
0 696 957
0 280 953
0 599 981
0 342 1001
1 519 691
1 78 761
0 49 688
0 631 772
0 109 791
0 469 475
1 692 899
0 146 958
0 152 273
0 267 355
0 615 762
0 749 794
1 79 689
1 187 543
1 698 881
1 24 62
0 566 642
1 442 520
1 178 522
1 628 922
1 256 985
0 578 777
0 314 899
0 695 765
1 630 723
0 746 907
1 89 640
1 139 603
0 282 833
1 649 816
1 70 265
0 578 759
1 480 500
1 8 593
0 825 962
0 234 241
0 435 705
0 137 234
1 125 505
1 864 931
0 210 741
1 339 422
1 484 920
1 720 902
1 246 443
1 642 903
0 848 895
0 792 970
1 315 695
0 132 800
1 996 1009
1 874 911
0 318 664
0 273 1010
0 0 157
0 334 541
0 168 443
1 66 654
0 429 1012
0 506 593
1 279 527
1 148 754
1 251 552
0 225 708
0 59 968
0 58 809
0 0 452
1 268 420
0 261 627
0 63 808
0 140 415
0 176 922
1 401 735
0 410 891
1 517 985
0 100 426
1 156 374
1 281 655
0 309 886
1 114 792
1 79 129
1 141 516
1 546 581
0 862 960
0 327 666
1 301 468
0 68 684
1 254 765
0 816 831
1 47 269
1 47 895
0 82 473
0 591 821
1 460 660
0 176 772
1 340 542
0 396 488
0 508 522
0 246 788
1 212 721
1 157 534
0 125 489
1 65 447
0 245 897
0 333 359
1 185 506
1 477 509
0 236 252
1 11 938
1 402 663
0 531 901
0 271 772
1 257 429
1 886 945
1 829 948
1 386 666
0 451 612
1 463 814
1 106 806
1 1 546
1 31 246
0 254 951
1 128 187
0 453 845
1 171 299
1 135 379
1 449 671
0 356 896
1 26 798
0 608 690
1 772 897
1 516 846
1 73 958
0 491 560
1 361 663
0 495 975
0 316 713
0 258 671
0 395 732
0 496 658
1 527 735
1 965 972
1 92 879
1 252 472
0 581 599
0 485 643
0 251 284
1 30 1010
0 304 962
0 109 503
0 206 850
1 451 858
1 531 774
0 59 881
0 646 861
1 639 811
0 155 850
1 40 853
1 730 990
1 143 781
1 826 931
1 35 375
0 341 681
1 38 284
0 71 934
1 134 524
1 599 942
0 806 917
1 229 773
1 4 354
0 587 983
0 305 822
1 58 873
0 870 883
0 419 949
0 720 853
1 246 1004
0 422 954
1 180 276
1 706 981
0 231 331
1 37 702
1 605 941
1 687 866
1 494 999
0 433 655
1 23 815
1 701 989
1 169 339
0 42 893
1 210 698
1 148 476
1 150 411
1 226 660
0 500 821
1 768 949
1 686 741
1 228 542
1 245 722
0 353 844
1 583 998
1 391 501
0 617 638
1 7 496
1 656 903
1 141 802
0 149 554
0 265 746
1 191 321
1 384 505
1 36 522
0 132 577
0 295 814
0 58 636
0 4 1008
0 655 892
0 199 943
0 371 415
0 589 903
1 212 579
0 449 649
0 628 648
0 424 831
0 404 597
0 58 518
1 622 835
1 216 993
1 406 754
1 22 1008
0 546 815
1 942 991
0 447 856
0 761 911
1 86 630
0 314 587
1 532 1016
1 924 934
1 490 704
1 842 861
0 318 772
1 289 570
0 118 874
0 411 809
1 578 720
1 569 818
0 223 957
1 164 194
1 60 265
0 745 805
0 774 849
0 542 894
0 561 651
0 217 602
1 975 1018
0 571 946
1 301 307
0 265 644
1 400 616
1 505 794
0 33 270
0 45 796
0 31 1014
1 214 785
1 803 863
1 896 957
1 516 736
0 115 134
1 784 823
0 482 605
1 725 1006
0 340 1017
1 679 858
0 393 571
0 265 597
1 22 923
1 286 651
0 410 544
0 2 982
0 718 750
0 836 948
1 406 842
0 929 974
1 43 434
1 55 977
0 685 968
1 14 995
1 137 962
1 475 717
0 82 312
1 615 677
0 554 946
0 51 789
0 66 193
0 116 562
0 408 704
0 892 1002
1 724 872
0 268 497
0 675 913
1 184 579
0 149 723
1 198 388
0 346 784
1 122 462
0 202 347
1 42 209
0 225 661
0 11 318
1 133 423
0 436 1019
0 425 895
1 309 765
1 591 994
0 373 417
0 625 901
0 290 836
0 243 540
1 582 855
1 6 760
0 166 248
1 794 850
0 213 743
0 430 459
1 319 518
0 383 922
0 571 894
1 259 764
1 43 574
1 191 207
0 229 464
1 224 914
0 49 918
0 456 726
1 21 977
1 286 652
0 723 911
1 384 1010
0 551 920
1 746 848
1 12 230
1 234 241
1 808 866
0 172 997
1 709 1011
0 532 902
1 577 972
1 5 237
1 146 392
0 85 469
1 96 341
1 920 980
1 294 790
0 156 960
1 642 872
0 141 934
0 137 957
1 319 608
1 112 117
0 197 995
1 231 483
1 373 484
0 38 1021
0 535 732
0 36 765
0 121 548
0 334 476
1 506 571
1 400 584
0 561 833
1 22 135
0 111 1017
1 481 897
1 469 574
1 16 708
0 167 445
1 279 902
0 394 772
0 19 932
1 758 937
0 874 1020
1 550 787
0 609 841
1 21 332
1 154 342
0 49 522
1 481 647
0 505 648
1 528 643
1 447 893
1 642 886
1 409 638
1 114 823
1 294 662
1 343 767
1 9 836
1 771 1023
1 0 151
0 106 633
1 489 915
1 576 680
0 298 521
0 821 938
1 35 115
0 311 910
1 289 382
1 248 444
0 296 906
1 130 555
0 32 627
0 983 986
0 137 763
1 227 663
0 119 736
0 802 919
0 317 671
0 81 636
1 4 349
0 211 919
1 9 180
0 9 894
0 647 766
1 254 951
1 226 262
0 53 74
1 668 812
0 132 930
1 272 750
0 104 343
1 774 1017
0 812 973
0 35 947
0 656 974
1 360 641
1 382 696
0 488 711
1 479 737
1 138 718
0 606 974
1 224 666
0 724 804
1 195 341
0 60 347
0 31 812
0 169 351
1 492 698
1 586 685
0 373 577
1 705 818
1 359 799
1 383 478
1 481 731
0 386 879
0 4 57
0 9 513
1 48 289
1 205 819
1 380 888
1 197 744
0 692 993
0 96 235
0 305 530
1 341 612
0 330 343
1 120 367
1 424 831
0 225 704
0 627 845
0 538 586
0 278 946
1 91 851
1 258 433
0 635 662
1 206 944
0 168 564
0 458 462
1 704 912
0 253 794
0 135 753
0 38 482
1 639 708
1 532 950
1 462 798
0 686 715
1 366 686
1 267 489
0 254 700
0 460 471
0 813 897
1 255 922
0 141 624
1 831 885
1 237 944
0 361 413
1 318 527
1 594 946
0 304 655
0 408 734
0 96 546
1 470 802
1 607 786
0 449 538
0 502 713
0 88 871
1 346 550
1 351 844
0 155 723
0 417 572
1 933 1021
1 55 779
0 292 887
0 59 1016
1 567 763
0 102 895
1 624 873
0 161 517
0 768 891
1 578 728
0 260 587
1 138 432
1 27 465
1 151 992
0 875 990
1 241 450
0 152 497
0 105 575
1 781 926
0 107 956
0 630 783
0 506 625
0 100 389
0 841 863
1 289 865
0 491 658
1 351 623
0 230 680
0 169 693
0 94 603
0 62 928
0 227 407
1 138 319
0 334 787
0 6 537
1 288 868
0 0 612
1 376 827
0 113 420
1 925 959
0 156 675
0 246 834
0 202 269
0 141 1020
1 559 696
0 593 906
1 513 960
1 179 307
1 287 439
0 560 956
1 567 789
0 210 263
0 757 880
1 447 998
0 258 494
0 490 638
0 318 768
1 552 965
0 346 473
0 210 229
0 362 907
1 515 994
0 336 508
1 11 186
1 87 709
1 349 583
0 483 887
1 17 147
1 608 719
1 370 990
0 571 589
1 492 614
0 58 842
0 339 837
1 370 375
0 553 899
0 210 516
0 89 922
0 52 709
1 161 732
0 131 865
0 37 295
0 167 444
0 813 831
0 120 579
0 596 912
1 710 801
0 458 981
0 87 594
1 579 915
1 224 960
0 17 151
1 410 517
1 199 902
1 117 505
0 658 997
0 420 1011
0 17 162
0 11 582
1 401 567
0 2 964
0 295 556
0 494 526
1 148 749
0 425 854
0 443 511
1 686 917
0 581 611
1 282 833
0 358 502
1 261 792
1 406 520
1 630 967
0 281 833
1 768 865
1 672 780
1 446 550
1 68 648
0 7 976
0 888 1005
0 182 595
0 15 336
1 224 488
0 206 604
0 481 936
1 561 599
1 501 1019
0 146 484
0 373 808
0 754 759
0 452 865
0 64 355
1 904 910
1 531 823
0 130 169
0 855 973
0 115 221
1 868 926
0 617 1010
1 534 539
1 102 708
1 332 493
1 169 232
1 601 697
0 126 130
0 215 468
0 798 865
1 306 682
1 149 997
0 714 987
1 108 804
1 413 421
0 125 653
1 370 994
0 232 275
0 116 525
1 108 136
0 304 879
1 131 415
0 208 750
1 698 886
0 266 278
1 231 511
0 653 875
1 624 707
1 551 637
1 170 564
0 405 644
0 529 619
0 855 978
0 31 123
0 59 424
1 84 835
0 344 658
1 709 988
0 280 831
1 185 420
1 209 855
0 342 702
1 661 778
1 166 538
0 149 786
1 403 555
0 279 793
1 273 390
1 264 488
1 465 500
0 451 826
1 651 772
0 221 999
1 538 865
0 582 585
1 151 461
1 134 344
1 709 1006
1 150 840
0 415 511
0 147 746
0 247 375
0 298 376
0 321 1015
0 203 810
0 157 330
0 966 994
1 248 277
0 95 463
0 825 928
0 747 774
1 213 768
0 182 394
0 465 668
0 445 1000
0 733 929
0 329 540
0 835 1007
1 5 909
1 320 887
1 547 864
1 291 418
1 85 476
1 184 986
1 229 652
1 567 710
0 293 888
0 323 990
0 758 958
0 82 958
0 860 895
1 213 912
0 85 830
1 116 238
0 548 988
0 348 595
0 872 894
1 226 810
0 525 572
0 63 1016
0 489 1003
1 386 748
0 250 685
1 467 769
1 498 904
1 263 820
1 12 714
0 485 824
1 711 721
0 115 547
1 47 620
1 78 457
0 470 909
1 521 593
0 247 639
0 239 318
0 184 836
0 988 1018
0 544 984
0 638 756
1 439 727
0 348 658
0 624 967
1 117 479
1 356 494
0 164 194
0 407 496
1 410 941
0 162 847
1 649 946
1 57 409
0 554 657
0 286 529
1 183 366
0 46 844
1 44 1022
1 191 493
0 81 537
0 241 686
1 33 1018
0 422 586
1 256 752
0 126 269
1 40 921
0 549 907
1 173 887
0 37 978
1 380 842
1 803 870
1 477 773
0 337 464
1 95 930
0 302 636
1 713 907
0 514 914
0 501 573
0 198 655
0 139 856
